n,e*log(n),n,e*log(n) <= n
3.8870,3.6904,3.8870,Si
3.8880,3.6911,3.8880,Si
3.8890,3.6918,3.8890,Si
3.8900,3.6925,3.8900,Si
3.8910,3.6932,3.8910,Si
3.8920,3.6939,3.8920,Si
3.8930,3.6946,3.8930,Si
3.8940,3.6953,3.8940,Si
3.8950,3.6960,3.8950,Si
3.8960,3.6967,3.8960,Si
3.8970,3.6974,3.8970,Si
3.8980,3.6981,3.8980,Si
3.8990,3.6988,3.8990,Si
3.9000,3.6995,3.9000,Si
3.9010,3.7002,3.9010,Si
3.9020,3.7009,3.9020,Si
3.9030,3.7016,3.9030,Si
3.9040,3.7023,3.9040,Si
3.9050,3.7030,3.9050,Si
3.9060,3.7037,3.9060,Si
3.9070,3.7044,3.9070,Si
3.9080,3.7051,3.9080,Si
3.9090,3.7058,3.9090,Si
3.9100,3.7065,3.9100,Si
3.9110,3.7072,3.9110,Si
3.9120,3.7079,3.9120,Si
3.9130,3.7086,3.9130,Si
3.9140,3.7093,3.9140,Si
3.9150,3.7100,3.9150,Si
3.9160,3.7106,3.9160,Si
3.9170,3.7113,3.9170,Si
3.9180,3.7120,3.9180,Si
3.9190,3.7127,3.9190,Si
3.9200,3.7134,3.9200,Si
3.9210,3.7141,3.9210,Si
3.9220,3.7148,3.9220,Si
3.9230,3.7155,3.9230,Si
3.9240,3.7162,3.9240,Si
3.9250,3.7169,3.9250,Si
3.9260,3.7176,3.9260,Si
3.9270,3.7183,3.9270,Si
3.9280,3.7190,3.9280,Si
3.9290,3.7197,3.9290,Si
3.9300,3.7203,3.9300,Si
3.9310,3.7210,3.9310,Si
3.9320,3.7217,3.9320,Si
3.9330,3.7224,3.9330,Si
3.9340,3.7231,3.9340,Si
3.9350,3.7238,3.9350,Si
3.9360,3.7245,3.9360,Si
3.9370,3.7252,3.9370,Si
3.9380,3.7259,3.9380,Si
3.9390,3.7266,3.9390,Si
3.9400,3.7273,3.9400,Si
3.9410,3.7279,3.9410,Si
3.9420,3.7286,3.9420,Si
3.9430,3.7293,3.9430,Si
3.9440,3.7300,3.9440,Si
3.9450,3.7307,3.9450,Si
3.9460,3.7314,3.9460,Si
3.9470,3.7321,3.9470,Si
3.9480,3.7328,3.9480,Si
3.9490,3.7335,3.9490,Si
3.9500,3.7341,3.9500,Si
3.9510,3.7348,3.9510,Si
3.9520,3.7355,3.9520,Si
3.9530,3.7362,3.9530,Si
3.9540,3.7369,3.9540,Si
3.9550,3.7376,3.9550,Si
3.9560,3.7383,3.9560,Si
3.9570,3.7390,3.9570,Si
3.9580,3.7396,3.9580,Si
3.9590,3.7403,3.9590,Si
3.9600,3.7410,3.9600,Si
3.9610,3.7417,3.9610,Si
3.9620,3.7424,3.9620,Si
3.9630,3.7431,3.9630,Si
3.9640,3.7438,3.9640,Si
3.9650,3.7444,3.9650,Si
3.9660,3.7451,3.9660,Si
3.9670,3.7458,3.9670,Si
3.9680,3.7465,3.9680,Si
3.9690,3.7472,3.9690,Si
3.9700,3.7479,3.9700,Si
3.9710,3.7486,3.9710,Si
3.9720,3.7492,3.9720,Si
3.9730,3.7499,3.9730,Si
3.9740,3.7506,3.9740,Si
3.9750,3.7513,3.9750,Si
3.9760,3.7520,3.9760,Si
3.9770,3.7527,3.9770,Si
3.9780,3.7533,3.9780,Si
3.9790,3.7540,3.9790,Si
3.9800,3.7547,3.9800,Si
3.9810,3.7554,3.9810,Si
3.9820,3.7561,3.9820,Si
3.9830,3.7568,3.9830,Si
3.9840,3.7574,3.9840,Si
3.9850,3.7581,3.9850,Si
3.9860,3.7588,3.9860,Si
3.9870,3.7595,3.9870,Si
3.9880,3.7602,3.9880,Si
3.9890,3.7609,3.9890,Si
3.9900,3.7615,3.9900,Si
3.9910,3.7622,3.9910,Si
3.9920,3.7629,3.9920,Si
3.9930,3.7636,3.9930,Si
3.9940,3.7643,3.9940,Si
3.9950,3.7649,3.9950,Si
3.9960,3.7656,3.9960,Si
3.9970,3.7663,3.9970,Si
3.9980,3.7670,3.9980,Si
3.9990,3.7677,3.9990,Si
4.0000,3.7683,4.0000,Si
4.0010,3.7690,4.0010,Si
4.0020,3.7697,4.0020,Si
4.0030,3.7704,4.0030,Si
4.0040,3.7711,4.0040,Si
4.0050,3.7717,4.0050,Si
4.0060,3.7724,4.0060,Si
4.0070,3.7731,4.0070,Si
4.0080,3.7738,4.0080,Si
4.0090,3.7744,4.0090,Si
4.0100,3.7751,4.0100,Si
4.0110,3.7758,4.0110,Si
4.0120,3.7765,4.0120,Si
4.0130,3.7772,4.0130,Si
4.0140,3.7778,4.0140,Si
4.0150,3.7785,4.0150,Si
4.0160,3.7792,4.0160,Si
4.0170,3.7799,4.0170,Si
4.0180,3.7805,4.0180,Si
4.0190,3.7812,4.0190,Si
4.0200,3.7819,4.0200,Si
4.0210,3.7826,4.0210,Si
4.0220,3.7832,4.0220,Si
4.0230,3.7839,4.0230,Si
4.0240,3.7846,4.0240,Si
4.0250,3.7853,4.0250,Si
4.0260,3.7860,4.0260,Si
4.0270,3.7866,4.0270,Si
4.0280,3.7873,4.0280,Si
4.0290,3.7880,4.0290,Si
4.0300,3.7886,4.0300,Si
4.0310,3.7893,4.0310,Si
4.0320,3.7900,4.0320,Si
4.0330,3.7907,4.0330,Si
4.0340,3.7913,4.0340,Si
4.0350,3.7920,4.0350,Si
4.0360,3.7927,4.0360,Si
4.0370,3.7934,4.0370,Si
4.0380,3.7940,4.0380,Si
4.0390,3.7947,4.0390,Si
4.0400,3.7954,4.0400,Si
4.0410,3.7961,4.0410,Si
4.0420,3.7967,4.0420,Si
4.0430,3.7974,4.0430,Si
4.0440,3.7981,4.0440,Si
4.0450,3.7987,4.0450,Si
4.0460,3.7994,4.0460,Si
4.0470,3.8001,4.0470,Si
4.0480,3.8008,4.0480,Si
4.0490,3.8014,4.0490,Si
4.0500,3.8021,4.0500,Si
4.0510,3.8028,4.0510,Si
4.0520,3.8034,4.0520,Si
4.0530,3.8041,4.0530,Si
4.0540,3.8048,4.0540,Si
4.0550,3.8055,4.0550,Si
4.0560,3.8061,4.0560,Si
4.0570,3.8068,4.0570,Si
4.0580,3.8075,4.0580,Si
4.0590,3.8081,4.0590,Si
4.0600,3.8088,4.0600,Si
4.0610,3.8095,4.0610,Si
4.0620,3.8101,4.0620,Si
4.0630,3.8108,4.0630,Si
4.0640,3.8115,4.0640,Si
4.0650,3.8122,4.0650,Si
4.0660,3.8128,4.0660,Si
4.0670,3.8135,4.0670,Si
4.0680,3.8142,4.0680,Si
4.0690,3.8148,4.0690,Si
4.0700,3.8155,4.0700,Si
4.0710,3.8162,4.0710,Si
4.0720,3.8168,4.0720,Si
4.0730,3.8175,4.0730,Si
4.0740,3.8182,4.0740,Si
4.0750,3.8188,4.0750,Si
4.0760,3.8195,4.0760,Si
4.0770,3.8202,4.0770,Si
4.0780,3.8208,4.0780,Si
4.0790,3.8215,4.0790,Si
4.0800,3.8222,4.0800,Si
4.0810,3.8228,4.0810,Si
4.0820,3.8235,4.0820,Si
4.0830,3.8242,4.0830,Si
4.0840,3.8248,4.0840,Si
4.0850,3.8255,4.0850,Si
4.0860,3.8262,4.0860,Si
4.0870,3.8268,4.0870,Si
4.0880,3.8275,4.0880,Si
4.0890,3.8282,4.0890,Si
4.0900,3.8288,4.0900,Si
4.0910,3.8295,4.0910,Si
4.0920,3.8302,4.0920,Si
4.0930,3.8308,4.0930,Si
4.0940,3.8315,4.0940,Si
4.0950,3.8321,4.0950,Si
4.0960,3.8328,4.0960,Si
4.0970,3.8335,4.0970,Si
4.0980,3.8341,4.0980,Si
4.0990,3.8348,4.0990,Si
4.1000,3.8355,4.1000,Si
4.1010,3.8361,4.1010,Si
4.1020,3.8368,4.1020,Si
4.1030,3.8374,4.1030,Si
4.1040,3.8381,4.1040,Si
4.1050,3.8388,4.1050,Si
4.1060,3.8394,4.1060,Si
4.1070,3.8401,4.1070,Si
4.1080,3.8408,4.1080,Si
4.1090,3.8414,4.1090,Si
4.1100,3.8421,4.1100,Si
4.1110,3.8427,4.1110,Si
4.1120,3.8434,4.1120,Si
4.1130,3.8441,4.1130,Si
4.1140,3.8447,4.1140,Si
4.1150,3.8454,4.1150,Si
4.1160,3.8460,4.1160,Si
4.1170,3.8467,4.1170,Si
4.1180,3.8474,4.1180,Si
4.1190,3.8480,4.1190,Si
4.1200,3.8487,4.1200,Si
4.1210,3.8493,4.1210,Si
4.1220,3.8500,4.1220,Si
4.1230,3.8507,4.1230,Si
4.1240,3.8513,4.1240,Si
4.1250,3.8520,4.1250,Si
4.1260,3.8526,4.1260,Si
4.1270,3.8533,4.1270,Si
4.1280,3.8540,4.1280,Si
4.1290,3.8546,4.1290,Si
4.1300,3.8553,4.1300,Si
4.1310,3.8559,4.1310,Si
4.1320,3.8566,4.1320,Si
4.1330,3.8573,4.1330,Si
4.1340,3.8579,4.1340,Si
4.1350,3.8586,4.1350,Si
4.1360,3.8592,4.1360,Si
4.1370,3.8599,4.1370,Si
4.1380,3.8605,4.1380,Si
4.1390,3.8612,4.1390,Si
4.1400,3.8619,4.1400,Si
4.1410,3.8625,4.1410,Si
4.1420,3.8632,4.1420,Si
4.1430,3.8638,4.1430,Si
4.1440,3.8645,4.1440,Si
4.1450,3.8651,4.1450,Si
4.1460,3.8658,4.1460,Si
4.1470,3.8664,4.1470,Si
4.1480,3.8671,4.1480,Si
4.1490,3.8678,4.1490,Si
4.1500,3.8684,4.1500,Si
4.1510,3.8691,4.1510,Si
4.1520,3.8697,4.1520,Si
4.1530,3.8704,4.1530,Si
4.1540,3.8710,4.1540,Si
4.1550,3.8717,4.1550,Si
4.1560,3.8723,4.1560,Si
4.1570,3.8730,4.1570,Si
4.1580,3.8736,4.1580,Si
4.1590,3.8743,4.1590,Si
4.1600,3.8750,4.1600,Si
4.1610,3.8756,4.1610,Si
4.1620,3.8763,4.1620,Si
4.1630,3.8769,4.1630,Si
4.1640,3.8776,4.1640,Si
4.1650,3.8782,4.1650,Si
4.1660,3.8789,4.1660,Si
4.1670,3.8795,4.1670,Si
4.1680,3.8802,4.1680,Si
4.1690,3.8808,4.1690,Si
4.1700,3.8815,4.1700,Si
4.1710,3.8821,4.1710,Si
4.1720,3.8828,4.1720,Si
4.1730,3.8834,4.1730,Si
4.1740,3.8841,4.1740,Si
4.1750,3.8847,4.1750,Si
4.1760,3.8854,4.1760,Si
4.1770,3.8860,4.1770,Si
4.1780,3.8867,4.1780,Si
4.1790,3.8873,4.1790,Si
4.1800,3.8880,4.1800,Si
4.1810,3.8886,4.1810,Si
4.1820,3.8893,4.1820,Si
4.1830,3.8899,4.1830,Si
4.1840,3.8906,4.1840,Si
4.1850,3.8912,4.1850,Si
4.1860,3.8919,4.1860,Si
4.1870,3.8925,4.1870,Si
4.1880,3.8932,4.1880,Si
4.1890,3.8938,4.1890,Si
4.1900,3.8945,4.1900,Si
4.1910,3.8951,4.1910,Si
4.1920,3.8958,4.1920,Si
4.1930,3.8964,4.1930,Si
4.1940,3.8971,4.1940,Si
4.1950,3.8977,4.1950,Si
4.1960,3.8984,4.1960,Si
4.1970,3.8990,4.1970,Si
4.1980,3.8997,4.1980,Si
4.1990,3.9003,4.1990,Si
4.2000,3.9010,4.2000,Si
4.2010,3.9016,4.2010,Si
4.2020,3.9023,4.2020,Si
4.2030,3.9029,4.2030,Si
4.2040,3.9036,4.2040,Si
4.2050,3.9042,4.2050,Si
4.2060,3.9048,4.2060,Si
4.2070,3.9055,4.2070,Si
4.2080,3.9061,4.2080,Si
4.2090,3.9068,4.2090,Si
4.2100,3.9074,4.2100,Si
4.2110,3.9081,4.2110,Si
4.2120,3.9087,4.2120,Si
4.2130,3.9094,4.2130,Si
4.2140,3.9100,4.2140,Si
4.2150,3.9107,4.2150,Si
4.2160,3.9113,4.2160,Si
4.2170,3.9119,4.2170,Si
4.2180,3.9126,4.2180,Si
4.2190,3.9132,4.2190,Si
4.2200,3.9139,4.2200,Si
4.2210,3.9145,4.2210,Si
4.2220,3.9152,4.2220,Si
4.2230,3.9158,4.2230,Si
4.2240,3.9165,4.2240,Si
4.2250,3.9171,4.2250,Si
4.2260,3.9177,4.2260,Si
4.2270,3.9184,4.2270,Si
4.2280,3.9190,4.2280,Si
4.2290,3.9197,4.2290,Si
4.2300,3.9203,4.2300,Si
4.2310,3.9210,4.2310,Si
4.2320,3.9216,4.2320,Si
4.2330,3.9222,4.2330,Si
4.2340,3.9229,4.2340,Si
4.2350,3.9235,4.2350,Si
4.2360,3.9242,4.2360,Si
4.2370,3.9248,4.2370,Si
4.2380,3.9254,4.2380,Si
4.2390,3.9261,4.2390,Si
4.2400,3.9267,4.2400,Si
4.2410,3.9274,4.2410,Si
4.2420,3.9280,4.2420,Si
4.2430,3.9287,4.2430,Si
4.2440,3.9293,4.2440,Si
4.2450,3.9299,4.2450,Si
4.2460,3.9306,4.2460,Si
4.2470,3.9312,4.2470,Si
4.2480,3.9319,4.2480,Si
4.2490,3.9325,4.2490,Si
4.2500,3.9331,4.2500,Si
4.2510,3.9338,4.2510,Si
4.2520,3.9344,4.2520,Si
4.2530,3.9351,4.2530,Si
4.2540,3.9357,4.2540,Si
4.2550,3.9363,4.2550,Si
4.2560,3.9370,4.2560,Si
4.2570,3.9376,4.2570,Si
4.2580,3.9382,4.2580,Si
4.2590,3.9389,4.2590,Si
4.2600,3.9395,4.2600,Si
4.2610,3.9402,4.2610,Si
4.2620,3.9408,4.2620,Si
4.2630,3.9414,4.2630,Si
4.2640,3.9421,4.2640,Si
4.2650,3.9427,4.2650,Si
4.2660,3.9433,4.2660,Si
4.2670,3.9440,4.2670,Si
4.2680,3.9446,4.2680,Si
4.2690,3.9453,4.2690,Si
4.2700,3.9459,4.2700,Si
4.2710,3.9465,4.2710,Si
4.2720,3.9472,4.2720,Si
4.2730,3.9478,4.2730,Si
4.2740,3.9484,4.2740,Si
4.2750,3.9491,4.2750,Si
4.2760,3.9497,4.2760,Si
4.2770,3.9503,4.2770,Si
4.2780,3.9510,4.2780,Si
4.2790,3.9516,4.2790,Si
4.2800,3.9523,4.2800,Si
4.2810,3.9529,4.2810,Si
4.2820,3.9535,4.2820,Si
4.2830,3.9542,4.2830,Si
4.2840,3.9548,4.2840,Si
4.2850,3.9554,4.2850,Si
4.2860,3.9561,4.2860,Si
4.2870,3.9567,4.2870,Si
4.2880,3.9573,4.2880,Si
4.2890,3.9580,4.2890,Si
4.2900,3.9586,4.2900,Si
4.2910,3.9592,4.2910,Si
4.2920,3.9599,4.2920,Si
4.2930,3.9605,4.2930,Si
4.2940,3.9611,4.2940,Si
4.2950,3.9618,4.2950,Si
4.2960,3.9624,4.2960,Si
4.2970,3.9630,4.2970,Si
4.2980,3.9637,4.2980,Si
4.2990,3.9643,4.2990,Si
4.3000,3.9649,4.3000,Si
4.3010,3.9656,4.3010,Si
4.3020,3.9662,4.3020,Si
4.3030,3.9668,4.3030,Si
4.3040,3.9675,4.3040,Si
4.3050,3.9681,4.3050,Si
4.3060,3.9687,4.3060,Si
4.3070,3.9693,4.3070,Si
4.3080,3.9700,4.3080,Si
4.3090,3.9706,4.3090,Si
4.3100,3.9712,4.3100,Si
4.3110,3.9719,4.3110,Si
4.3120,3.9725,4.3120,Si
4.3130,3.9731,4.3130,Si
4.3140,3.9738,4.3140,Si
4.3150,3.9744,4.3150,Si
4.3160,3.9750,4.3160,Si
4.3170,3.9757,4.3170,Si
4.3180,3.9763,4.3180,Si
4.3190,3.9769,4.3190,Si
4.3200,3.9775,4.3200,Si
4.3210,3.9782,4.3210,Si
4.3220,3.9788,4.3220,Si
4.3230,3.9794,4.3230,Si
4.3240,3.9801,4.3240,Si
4.3250,3.9807,4.3250,Si
4.3260,3.9813,4.3260,Si
4.3270,3.9819,4.3270,Si
4.3280,3.9826,4.3280,Si
4.3290,3.9832,4.3290,Si
4.3300,3.9838,4.3300,Si
4.3310,3.9845,4.3310,Si
4.3320,3.9851,4.3320,Si
4.3330,3.9857,4.3330,Si
4.3340,3.9863,4.3340,Si
4.3350,3.9870,4.3350,Si
4.3360,3.9876,4.3360,Si
4.3370,3.9882,4.3370,Si
4.3380,3.9888,4.3380,Si
4.3390,3.9895,4.3390,Si
4.3400,3.9901,4.3400,Si
4.3410,3.9907,4.3410,Si
4.3420,3.9913,4.3420,Si
4.3430,3.9920,4.3430,Si
4.3440,3.9926,4.3440,Si
4.3450,3.9932,4.3450,Si
4.3460,3.9939,4.3460,Si
4.3470,3.9945,4.3470,Si
4.3480,3.9951,4.3480,Si
4.3490,3.9957,4.3490,Si
4.3500,3.9964,4.3500,Si
4.3510,3.9970,4.3510,Si
4.3520,3.9976,4.3520,Si
4.3530,3.9982,4.3530,Si
4.3540,3.9989,4.3540,Si
4.3550,3.9995,4.3550,Si
4.3560,4.0001,4.3560,Si
4.3570,4.0007,4.3570,Si
4.3580,4.0013,4.3580,Si
4.3590,4.0020,4.3590,Si
4.3600,4.0026,4.3600,Si
4.3610,4.0032,4.3610,Si
4.3620,4.0038,4.3620,Si
4.3630,4.0045,4.3630,Si
4.3640,4.0051,4.3640,Si
4.3650,4.0057,4.3650,Si
4.3660,4.0063,4.3660,Si
4.3670,4.0070,4.3670,Si
4.3680,4.0076,4.3680,Si
4.3690,4.0082,4.3690,Si
4.3700,4.0088,4.3700,Si
4.3710,4.0094,4.3710,Si
4.3720,4.0101,4.3720,Si
4.3730,4.0107,4.3730,Si
4.3740,4.0113,4.3740,Si
4.3750,4.0119,4.3750,Si
4.3760,4.0126,4.3760,Si
4.3770,4.0132,4.3770,Si
4.3780,4.0138,4.3780,Si
4.3790,4.0144,4.3790,Si
4.3800,4.0150,4.3800,Si
4.3810,4.0157,4.3810,Si
4.3820,4.0163,4.3820,Si
4.3830,4.0169,4.3830,Si
4.3840,4.0175,4.3840,Si
4.3850,4.0181,4.3850,Si
4.3860,4.0188,4.3860,Si
4.3870,4.0194,4.3870,Si
4.3880,4.0200,4.3880,Si
4.3890,4.0206,4.3890,Si
4.3900,4.0212,4.3900,Si
4.3910,4.0219,4.3910,Si
4.3920,4.0225,4.3920,Si
4.3930,4.0231,4.3930,Si
4.3940,4.0237,4.3940,Si
4.3950,4.0243,4.3950,Si
4.3960,4.0249,4.3960,Si
4.3970,4.0256,4.3970,Si
4.3980,4.0262,4.3980,Si
4.3990,4.0268,4.3990,Si
4.4000,4.0274,4.4000,Si
4.4010,4.0280,4.4010,Si
4.4020,4.0287,4.4020,Si
4.4030,4.0293,4.4030,Si
4.4040,4.0299,4.4040,Si
4.4050,4.0305,4.4050,Si
4.4060,4.0311,4.4060,Si
4.4070,4.0317,4.4070,Si
4.4080,4.0324,4.4080,Si
4.4090,4.0330,4.4090,Si
4.4100,4.0336,4.4100,Si
4.4110,4.0342,4.4110,Si
4.4120,4.0348,4.4120,Si
4.4130,4.0354,4.4130,Si
4.4140,4.0361,4.4140,Si
4.4150,4.0367,4.4150,Si
4.4160,4.0373,4.4160,Si
4.4170,4.0379,4.4170,Si
4.4180,4.0385,4.4180,Si
4.4190,4.0391,4.4190,Si
4.4200,4.0397,4.4200,Si
4.4210,4.0404,4.4210,Si
4.4220,4.0410,4.4220,Si
4.4230,4.0416,4.4230,Si
4.4240,4.0422,4.4240,Si
4.4250,4.0428,4.4250,Si
4.4260,4.0434,4.4260,Si
4.4270,4.0440,4.4270,Si
4.4280,4.0447,4.4280,Si
4.4290,4.0453,4.4290,Si
4.4300,4.0459,4.4300,Si
4.4310,4.0465,4.4310,Si
4.4320,4.0471,4.4320,Si
4.4330,4.0477,4.4330,Si
4.4340,4.0483,4.4340,Si
4.4350,4.0490,4.4350,Si
4.4360,4.0496,4.4360,Si
4.4370,4.0502,4.4370,Si
4.4380,4.0508,4.4380,Si
4.4390,4.0514,4.4390,Si
4.4400,4.0520,4.4400,Si
4.4410,4.0526,4.4410,Si
4.4420,4.0532,4.4420,Si
4.4430,4.0539,4.4430,Si
4.4440,4.0545,4.4440,Si
4.4450,4.0551,4.4450,Si
4.4460,4.0557,4.4460,Si
4.4470,4.0563,4.4470,Si
4.4480,4.0569,4.4480,Si
4.4490,4.0575,4.4490,Si
4.4500,4.0581,4.4500,Si
4.4510,4.0587,4.4510,Si
4.4520,4.0594,4.4520,Si
4.4530,4.0600,4.4530,Si
4.4540,4.0606,4.4540,Si
4.4550,4.0612,4.4550,Si
4.4560,4.0618,4.4560,Si
4.4570,4.0624,4.4570,Si
4.4580,4.0630,4.4580,Si
4.4590,4.0636,4.4590,Si
4.4600,4.0642,4.4600,Si
4.4610,4.0648,4.4610,Si
4.4620,4.0655,4.4620,Si
4.4630,4.0661,4.4630,Si
4.4640,4.0667,4.4640,Si
4.4650,4.0673,4.4650,Si
4.4660,4.0679,4.4660,Si
4.4670,4.0685,4.4670,Si
4.4680,4.0691,4.4680,Si
4.4690,4.0697,4.4690,Si
4.4700,4.0703,4.4700,Si
4.4710,4.0709,4.4710,Si
4.4720,4.0715,4.4720,Si
4.4730,4.0721,4.4730,Si
4.4740,4.0728,4.4740,Si
4.4750,4.0734,4.4750,Si
4.4760,4.0740,4.4760,Si
4.4770,4.0746,4.4770,Si
4.4780,4.0752,4.4780,Si
4.4790,4.0758,4.4790,Si
4.4800,4.0764,4.4800,Si
4.4810,4.0770,4.4810,Si
4.4820,4.0776,4.4820,Si
4.4830,4.0782,4.4830,Si
4.4840,4.0788,4.4840,Si
4.4850,4.0794,4.4850,Si
4.4860,4.0800,4.4860,Si
4.4870,4.0806,4.4870,Si
4.4880,4.0812,4.4880,Si
4.4890,4.0819,4.4890,Si
4.4900,4.0825,4.4900,Si
4.4910,4.0831,4.4910,Si
4.4920,4.0837,4.4920,Si
4.4930,4.0843,4.4930,Si
4.4940,4.0849,4.4940,Si
4.4950,4.0855,4.4950,Si
4.4960,4.0861,4.4960,Si
4.4970,4.0867,4.4970,Si
4.4980,4.0873,4.4980,Si
4.4990,4.0879,4.4990,Si
4.5000,4.0885,4.5000,Si
4.5010,4.0891,4.5010,Si
4.5020,4.0897,4.5020,Si
4.5030,4.0903,4.5030,Si
4.5040,4.0909,4.5040,Si
4.5050,4.0915,4.5050,Si
4.5060,4.0921,4.5060,Si
4.5070,4.0927,4.5070,Si
4.5080,4.0933,4.5080,Si
4.5090,4.0939,4.5090,Si
4.5100,4.0945,4.5100,Si
4.5110,4.0951,4.5110,Si
4.5120,4.0957,4.5120,Si
4.5130,4.0963,4.5130,Si
4.5140,4.0970,4.5140,Si
4.5150,4.0976,4.5150,Si
4.5160,4.0982,4.5160,Si
4.5170,4.0988,4.5170,Si
4.5180,4.0994,4.5180,Si
4.5190,4.1000,4.5190,Si
4.5200,4.1006,4.5200,Si
4.5210,4.1012,4.5210,Si
4.5220,4.1018,4.5220,Si
4.5230,4.1024,4.5230,Si
4.5240,4.1030,4.5240,Si
4.5250,4.1036,4.5250,Si
4.5260,4.1042,4.5260,Si
4.5270,4.1048,4.5270,Si
4.5280,4.1054,4.5280,Si
4.5290,4.1060,4.5290,Si
4.5300,4.1066,4.5300,Si
4.5310,4.1072,4.5310,Si
4.5320,4.1078,4.5320,Si
4.5330,4.1084,4.5330,Si
4.5340,4.1090,4.5340,Si
4.5350,4.1096,4.5350,Si
4.5360,4.1102,4.5360,Si
4.5370,4.1108,4.5370,Si
4.5380,4.1114,4.5380,Si
4.5390,4.1120,4.5390,Si
4.5400,4.1126,4.5400,Si
4.5410,4.1132,4.5410,Si
4.5420,4.1138,4.5420,Si
4.5430,4.1144,4.5430,Si
4.5440,4.1150,4.5440,Si
4.5450,4.1156,4.5450,Si
4.5460,4.1162,4.5460,Si
4.5470,4.1167,4.5470,Si
4.5480,4.1173,4.5480,Si
4.5490,4.1179,4.5490,Si
4.5500,4.1185,4.5500,Si
4.5510,4.1191,4.5510,Si
4.5520,4.1197,4.5520,Si
4.5530,4.1203,4.5530,Si
4.5540,4.1209,4.5540,Si
4.5550,4.1215,4.5550,Si
4.5560,4.1221,4.5560,Si
4.5570,4.1227,4.5570,Si
4.5580,4.1233,4.5580,Si
4.5590,4.1239,4.5590,Si
4.5600,4.1245,4.5600,Si
4.5610,4.1251,4.5610,Si
4.5620,4.1257,4.5620,Si
4.5630,4.1263,4.5630,Si
4.5640,4.1269,4.5640,Si
4.5650,4.1275,4.5650,Si
4.5660,4.1281,4.5660,Si
4.5670,4.1287,4.5670,Si
4.5680,4.1293,4.5680,Si
4.5690,4.1299,4.5690,Si
4.5700,4.1305,4.5700,Si
4.5710,4.1311,4.5710,Si
4.5720,4.1317,4.5720,Si
4.5730,4.1322,4.5730,Si
4.5740,4.1328,4.5740,Si
4.5750,4.1334,4.5750,Si
4.5760,4.1340,4.5760,Si
4.5770,4.1346,4.5770,Si
4.5780,4.1352,4.5780,Si
4.5790,4.1358,4.5790,Si
4.5800,4.1364,4.5800,Si
4.5810,4.1370,4.5810,Si
4.5820,4.1376,4.5820,Si
4.5830,4.1382,4.5830,Si
4.5840,4.1388,4.5840,Si
4.5850,4.1394,4.5850,Si
4.5860,4.1400,4.5860,Si
4.5870,4.1406,4.5870,Si
4.5880,4.1412,4.5880,Si
4.5890,4.1417,4.5890,Si
4.5900,4.1423,4.5900,Si
4.5910,4.1429,4.5910,Si
4.5920,4.1435,4.5920,Si
4.5930,4.1441,4.5930,Si
4.5940,4.1447,4.5940,Si
4.5950,4.1453,4.5950,Si
4.5960,4.1459,4.5960,Si
4.5970,4.1465,4.5970,Si
4.5980,4.1471,4.5980,Si
4.5990,4.1477,4.5990,Si
4.6000,4.1483,4.6000,Si
4.6010,4.1488,4.6010,Si
4.6020,4.1494,4.6020,Si
4.6030,4.1500,4.6030,Si
4.6040,4.1506,4.6040,Si
4.6050,4.1512,4.6050,Si
4.6060,4.1518,4.6060,Si
4.6070,4.1524,4.6070,Si
4.6080,4.1530,4.6080,Si
4.6090,4.1536,4.6090,Si
4.6100,4.1542,4.6100,Si
4.6110,4.1547,4.6110,Si
4.6120,4.1553,4.6120,Si
4.6130,4.1559,4.6130,Si
4.6140,4.1565,4.6140,Si
4.6150,4.1571,4.6150,Si
4.6160,4.1577,4.6160,Si
4.6170,4.1583,4.6170,Si
4.6180,4.1589,4.6180,Si
4.6190,4.1595,4.6190,Si
4.6200,4.1600,4.6200,Si
4.6210,4.1606,4.6210,Si
4.6220,4.1612,4.6220,Si
4.6230,4.1618,4.6230,Si
4.6240,4.1624,4.6240,Si
4.6250,4.1630,4.6250,Si
4.6260,4.1636,4.6260,Si
4.6270,4.1642,4.6270,Si
4.6280,4.1647,4.6280,Si
4.6290,4.1653,4.6290,Si
4.6300,4.1659,4.6300,Si
4.6310,4.1665,4.6310,Si
4.6320,4.1671,4.6320,Si
4.6330,4.1677,4.6330,Si
4.6340,4.1683,4.6340,Si
4.6350,4.1689,4.6350,Si
4.6360,4.1694,4.6360,Si
4.6370,4.1700,4.6370,Si
4.6380,4.1706,4.6380,Si
4.6390,4.1712,4.6390,Si
4.6400,4.1718,4.6400,Si
4.6410,4.1724,4.6410,Si
4.6420,4.1730,4.6420,Si
4.6430,4.1735,4.6430,Si
4.6440,4.1741,4.6440,Si
4.6450,4.1747,4.6450,Si
4.6460,4.1753,4.6460,Si
4.6470,4.1759,4.6470,Si
4.6480,4.1765,4.6480,Si
4.6490,4.1771,4.6490,Si
4.6500,4.1776,4.6500,Si
4.6510,4.1782,4.6510,Si
4.6520,4.1788,4.6520,Si
4.6530,4.1794,4.6530,Si
4.6540,4.1800,4.6540,Si
4.6550,4.1806,4.6550,Si
4.6560,4.1811,4.6560,Si
4.6570,4.1817,4.6570,Si
4.6580,4.1823,4.6580,Si
4.6590,4.1829,4.6590,Si
4.6600,4.1835,4.6600,Si
4.6610,4.1841,4.6610,Si
4.6620,4.1846,4.6620,Si
